,timestamp,activity,x,y,z
0,1.454956105656e+18,0,-9.7976,-1.4567,1.0143799999999998
1,1.454956105756e+18,0,-9.30072,-1.42121,1.17565
2,1.454956105856e+18,0,-9.49554,-1.68633,1.05817
3,1.454956105956e+18,0,-9.6156,-1.68713,0.863936
4,1.454956106056e+18,0,-9.45615,-1.45899,1.05799
5,1.454956106156e+18,0,-9.56765,-1.3819,1.09455
6,1.454956106256e+18,0,-9.5591,-1.30401,1.32534
7,1.454956106356e+18,0,-9.57006,-1.34463,1.01741
8,1.454956106456e+18,0,-9.61212,-1.57265,0.940576
9,1.454956106556e+18,0,-9.55963,-1.56925,1.36471
10,1.454956106656e+18,0,-9.4205,-1.7628,1.05955
11,1.454956106756e+18,0,-9.56872,-1.72302,1.13417
12,1.454956106856e+18,0,-9.6869,-1.6476099999999998,0.978197
13,1.454956106956e+18,0,-9.75606,-1.68328,1.16972
14,1.454956107056e+18,0,-9.45883,-1.45966,0.980979
15,1.454956107156e+18,0,-9.51997,-1.4933299999999998,1.40354
16,1.454956107256e+18,0,-9.53413,-1.7998599999999998,1.05797
17,1.454956107356e+18,0,-9.61105,-1.79961,1.01833
18,1.454956107456e+18,0,-9.42932,-1.87863,0.828885
19,1.454956107556e+18,0,-9.53761,-1.7249900000000002,0.942207
20,1.454956107656e+18,0,-9.60811,-1.57164,1.0561
21,1.454956107756e+18,0,-9.49154,-1.49597,1.13456
22,1.454956107856e+18,0,-9.72148,-1.76013,1.09352
23,1.454956107956e+18,0,-9.53387,-1.57256,1.01872
24,1.454956108056e+18,0,-9.6451,-1.6468900000000002,1.09428
25,1.454956108156e+18,0,-9.68743,-1.72348,0.978445
26,1.454956108256e+18,0,-9.5639,-1.60819,1.24932
27,1.454956108356e+18,0,-9.64055,-1.57001,1.20955
28,1.454956108456e+18,0,-9.5213,-1.6830200000000002,1.40416
29,1.454956108556e+18,0,-9.61212,-1.76201,0.979703
30,1.454956108656e+18,0,-9.49608,-1.7622099999999998,1.05842
31,1.454956108756e+18,0,-9.41649,-1.57243,1.13594
32,1.454956108856e+18,0,-9.60517,-1.53303,1.13298
33,1.454956108956e+18,0,-9.56444,-1.49471,1.21044
34,1.454956109056e+18,0,-9.5623,-1.56992,1.2877
35,1.454956109156e+18,0,-9.60223,-1.6837799999999998,1.249
36,1.454956109256e+18,0,-9.55963,-1.56925,1.36471
37,1.454956109356e+18,0,-9.53093,-1.53395,1.09561
38,1.454956109456e+18,0,-9.56711,-1.49538,1.13343
39,1.454956109556e+18,0,-9.44385,-1.60739,1.44355
40,1.454956109656e+18,0,-9.52558,-1.53261,1.24964
41,1.454956109756e+18,0,-9.75312,-1.64467,1.24661
42,1.454956109856e+18,0,-9.45401,-1.5342,1.13525
43,1.454956109956e+18,0,-9.79492,-1.83475,1.16965
44,1.454956110056e+18,0,-9.41194,-1.6849,1.29034
45,1.454956110156e+18,0,-9.4926,-1.64772,1.13506
46,1.454956110256e+18,0,-9.56577,-1.68441,1.21106
47,1.454956110356e+18,0,-9.44893,-1.57079,1.2894
48,1.454956110456e+18,0,-9.49234,-1.60978,1.13493
49,1.454956110556e+18,0,-9.41622,-1.53449,1.13582
50,1.454956110656e+18,0,-9.68583,-1.68521,1.01683
51,1.454956110756e+18,0,-9.34519,-1.61196,1.02168
52,1.454956110856e+18,0,-9.4631,-1.68797,0.90471
53,1.454956110956e+18,0,-9.45829,-1.7625,1.05898
54,1.454956111056e+18,0,-9.71506,-1.7963900000000002,1.28618
55,1.454956111156e+18,0,-9.64242,-1.83558,1.21042
56,1.454956111256e+18,0,-9.52932,-1.8744,1.21225
57,1.454956111356e+18,0,-9.58235,-1.7643099999999998,0.749232
58,1.454956111456e+18,0,-9.54296,-1.72633,0.788181
59,1.454956111556e+18,0,-9.46417,-1.6503599999999998,0.86608
60,1.454956111656e+18,0,-9.68423,-1.64693,1.05521
61,1.454956111756e+18,0,-9.56443,-1.87343,1.28869
62,1.454956111856e+18,0,-9.64884,-1.79932,1.01777
63,1.454956111956e+18,0,-9.53815,-1.80087,0.942454
64,1.454956112056e+18,0,-9.57219,-2.02687,1.09666
65,1.454956112156e+18,0,-9.57754,-1.83885,0.903505
66,1.454956112256e+18,0,-9.53575,-1.45941,0.941339
67,1.454956112356e+18,0,-9.52906,-1.6471,1.173
68,1.454956112456e+18,0,-9.53547,-1.61083,0.980341
69,1.454956112556e+18,0,-9.49608,-1.7622099999999998,1.05842
70,1.454956112656e+18,0,-9.45241,-1.68528,1.21276
71,1.454956112756e+18,0,-9.60944,-1.76134,1.05672
72,1.454956112856e+18,0,-9.45669,-1.5348700000000002,1.05824
73,1.454956112956e+18,0,-9.42077,-1.61137,1.02055
74,1.454956113056e+18,0,-9.57433,-1.57294,0.941143
75,1.454956113156e+18,0,-9.68289,-1.6466,1.09372
76,1.454956113256e+18,0,-9.49822,-1.6869999999999998,0.981156
77,1.454956113356e+18,0,-9.79973,-1.7602099999999998,1.01537
78,1.454956113456e+18,0,-9.30552,-1.91476,1.13876
79,1.454956113556e+18,0,-9.53815,-1.80087,0.942454
80,1.454956113656e+18,0,-9.26373,-1.34596,1.13747
81,1.454956113756e+18,0,-9.64591,-1.38199,1.0164
82,1.454956113856e+18,0,-9.56444,-1.6840700000000002,1.24957
83,1.454956113956e+18,0,-9.6172,-1.91477,0.8646799999999999
84,1.454956114056e+18,0,-9.65044,-2.02695,1.01851
85,1.454956114156e+18,0,-9.5905,0.174906,1.20442
86,1.454956114256e+18,0,-9.80454,-2.0644,0.939353
87,1.454956114356e+18,0,-9.66834,-2.67528,0.635555
88,1.454956114456e+18,0,-9.51923,-3.4063,-0.360417
89,1.454956114556e+18,0,-9.25651,-2.77474,-1.6287
90,1.454956114656e+18,0,-8.76042,-3.23179,-1.3888
91,1.454956114756e+18,0,-9.02254,-3.07765,-1.35476
92,1.454956114856e+18,0,-9.25604,-3.4086800000000004,-0.394954
93,1.454956114956e+18,0,-9.4637,-3.79064,-0.858625
94,1.454956115056e+18,0,-9.15577,-3.5643300000000004,-0.739313
95,1.454956115156e+18,0,-8.59763,-5.81513,-1.60857
96,1.454956115256e+18,0,-9.38849,-3.58362,-3.09046
97,1.454956115356e+18,0,-9.76977,1.87327,0.041380300000000016
98,1.454956115456e+18,0,-9.04941,0.17383900000000002,1.55891
99,1.454956115556e+18,0,-9.67673,-2.09952,1.36475
100,1.454956115656e+18,0,-10.1629,-1.18552,1.31589
101,1.454956115756e+18,0,-9.45081,-1.26829,1.17289
102,1.454956115856e+18,0,-9.73485,-1.57412,0.669331
103,1.454956115956e+18,0,-9.7,-1.80238,0.6321359999999999
104,1.454956116056e+18,0,-9.55125,-1.57692,0.518141
105,1.454956116156e+18,0,-9.61747,-1.57399,0.786551
106,1.454956116256e+18,0,-9.65205,-1.49715,0.862749
107,1.454956116356e+18,0,-9.61453,-1.53538,0.86344
108,1.454956116456e+18,0,-9.53254,-1.38286,1.0181
109,1.454956116556e+18,0,-9.65285,-1.61096,0.8631209999999999
110,1.454956116656e+18,0,-9.53146,-1.60983,1.09586
111,1.454956116756e+18,0,-9.68931,-1.61034,0.90106
112,1.454956116856e+18,0,-9.6164,-1.61159,0.825182
113,1.454956116956e+18,0,-9.45642,-1.49693,1.0581200000000002
114,1.454956117056e+18,0,-9.57567,-1.5732700000000002,0.902637
115,1.454956117156e+18,0,-9.53949,-1.61184,0.864822
116,1.454956117256e+18,0,-9.65178,-1.64857,0.901751
117,1.454956117356e+18,0,-9.57487,-1.6488200000000002,0.941391
118,1.454956117456e+18,0,-9.61774,-1.61193,0.786675
119,1.454956117556e+18,0,-9.54082,-1.61218,0.8263159999999999
120,1.454956117656e+18,0,-9.69118,-1.68655,0.8628020000000001
121,1.454956117756e+18,0,-9.61586,-1.72507,0.86406
122,1.454956117856e+18,0,-9.65045,-1.64823,0.940257
123,1.454956117956e+18,0,-9.50437,-1.6128,0.7883760000000001
124,1.454956118056e+18,0,-9.61586,-1.72507,0.86406
125,1.454956118156e+18,0,-9.58048,-1.6881,0.7874899999999999
126,1.454956118256e+18,0,-9.65473,-1.68718,0.8248629999999999
127,1.454956118356e+18,0,-9.50009,-1.57386,0.903771
128,1.454956118456e+18,0,-9.65071,-1.6861700000000002,0.940381
129,1.454956118556e+18,0,-9.43119,-1.76548,0.7515
130,1.454956118656e+18,0,-9.5057,-1.8025,0.788996
131,1.454956118756e+18,0,-9.46952,-1.6517,0.712055
132,1.454956118856e+18,0,-9.61051,-1.91309,1.05721
133,1.454956118956e+18,0,-9.76141,-1.6846299999999998,1.01569
134,1.454956119056e+18,0,-9.68101,-1.75975,1.1711
135,1.454956119156e+18,0,-9.58235,-1.7643099999999998,0.749232
136,1.454956119256e+18,0,-9.42478,-1.61238,0.905029
137,1.454956119356e+18,0,-9.61827,-1.6878099999999998,0.7869229999999999
138,1.454956119456e+18,0,-9.53734,-1.68705,0.942082
139,1.454956119556e+18,0,-9.73084,-1.76247,0.823976
140,1.454956119656e+18,0,-9.53333,-1.6860400000000002,1.0576
141,1.454956119756e+18,0,-9.65713,-1.6499099999999998,0.747726
142,1.454956119856e+18,0,-9.57808,-1.72537,0.864627
143,1.454956119956e+18,0,-9.57727,-1.8009099999999998,0.903381
144,1.454956120056e+18,0,-9.65606,-1.6875099999999998,0.786356
145,1.454956120156e+18,0,-9.65178,-1.64857,0.901751
146,1.454956120256e+18,0,-9.58182,-1.68843,0.748984
147,1.454956120356e+18,0,-9.58102,-1.76398,0.787738
148,1.454956120456e+18,0,-9.77451,-1.8394,0.669632
149,1.454956120556e+18,0,-9.57487,-1.6488200000000002,0.941391
150,1.454956120656e+18,0,-9.73003,-1.83802,0.8627309999999999
151,1.454956120756e+18,0,-9.57995,-1.61222,0.787242
152,1.454956120856e+18,0,-9.42692,-1.53717,0.8277690000000001
153,1.454956120956e+18,0,-9.54269,-1.68839,0.788057
154,1.454956121056e+18,0,-9.88146,-1.68543,0.8214600000000001
155,1.454956121156e+18,0,-9.65285,-1.80033,0.902247
156,1.454956121256e+18,0,-9.72576,-1.60971,0.938999
157,1.454956121356e+18,0,-9.27389,-1.46213,0.868295
158,1.454956121456e+18,0,-9.53254,-1.38286,1.0181
159,1.454956121556e+18,0,-9.75767,-1.5322,1.09221
160,1.454956121656e+18,0,-9.52692,-1.53294,1.2111299999999998
161,1.454956121756e+18,0,-9.67994,-1.79735,1.20973
162,1.454956121856e+18,0,-9.48859,-1.83608,1.2897
163,1.454956121956e+18,0,-9.72629,-1.87495,0.978374
164,1.454956122056e+18,0,-9.50276,-1.7638900000000002,0.865885
165,1.454956122156e+18,0,-9.61052,-1.53437,0.978959
166,1.454956122256e+18,0,-9.49261,-1.45836,1.0959299999999998
167,1.454956122356e+18,0,-9.57032,-1.7612900000000002,1.09579
168,1.454956122456e+18,0,-9.76141,-1.6846299999999998,1.01569
169,1.454956122556e+18,0,-9.6467,-1.68517,1.0559
170,1.454956122656e+18,0,-9.57647,-1.6870900000000002,0.903009
171,1.454956122756e+18,0,-9.49902,-1.61146,0.942402
172,1.454956122856e+18,0,-9.42451,-1.57444,0.904905
173,1.454956122956e+18,0,-9.49956,-1.49798,0.903523
174,1.454956123056e+18,0,-9.73191,-1.72487,0.785346
175,1.454956123156e+18,0,-9.57594,-1.61121,0.902761
176,1.454956123256e+18,0,-9.68503,-1.57139,1.01645
