,timestamp,activity,temp
0,1.454956105656e+18,0,36.0625
1,1.454956105756e+18,0,36.0625
2,1.454956105856e+18,0,36.125
3,1.454956105956e+18,0,36.125
4,1.454956106056e+18,0,36.125
5,1.454956106156e+18,0,36.125
6,1.454956106256e+18,0,36.125
7,1.454956106356e+18,0,36.125
8,1.454956106456e+18,0,36.1875
9,1.454956106556e+18,0,36.1875
10,1.454956106656e+18,0,36.1875
11,1.454956106756e+18,0,36.1875
12,1.454956106856e+18,0,36.1875
13,1.454956106956e+18,0,36.1875
14,1.454956107056e+18,0,36.1875
15,1.454956107156e+18,0,36.1875
16,1.454956107256e+18,0,36.1875
17,1.454956107356e+18,0,36.1875
18,1.454956107456e+18,0,36.1875
19,1.454956107556e+18,0,36.1875
20,1.454956107656e+18,0,36.25
21,1.454956107756e+18,0,36.25
22,1.454956107856e+18,0,36.25
23,1.454956107956e+18,0,36.25
24,1.454956108056e+18,0,36.25
25,1.454956108156e+18,0,36.25
26,1.454956108256e+18,0,36.25
27,1.454956108356e+18,0,36.25
28,1.454956108456e+18,0,36.25
29,1.454956108556e+18,0,36.25
30,1.454956108656e+18,0,36.25
31,1.454956108756e+18,0,36.25
32,1.454956108856e+18,0,36.25
33,1.454956108956e+18,0,36.25
34,1.454956109056e+18,0,36.25
35,1.454956109156e+18,0,36.25
36,1.454956109256e+18,0,36.25
37,1.454956109356e+18,0,36.3125
38,1.454956109456e+18,0,36.3125
39,1.454956109556e+18,0,36.3125
40,1.454956109656e+18,0,36.3125
41,1.454956109756e+18,0,36.3125
42,1.454956109856e+18,0,36.3125
43,1.454956109956e+18,0,36.3125
44,1.454956110056e+18,0,36.3125
45,1.454956110156e+18,0,36.3125
46,1.454956110256e+18,0,36.3125
47,1.454956110356e+18,0,36.3125
48,1.454956110456e+18,0,36.3125
49,1.454956110556e+18,0,36.3125
50,1.454956110656e+18,0,36.3125
51,1.454956110756e+18,0,36.3125
52,1.454956110856e+18,0,36.3125
53,1.454956110956e+18,0,36.3125
54,1.454956111056e+18,0,36.3125
55,1.454956111156e+18,0,36.3125
56,1.454956111256e+18,0,36.3125
57,1.454956111356e+18,0,36.3125
58,1.454956111456e+18,0,36.3125
59,1.454956111556e+18,0,36.3125
60,1.454956111656e+18,0,36.3125
61,1.454956111756e+18,0,36.3125
62,1.454956111856e+18,0,36.3125
63,1.454956111956e+18,0,36.3125
64,1.454956112056e+18,0,36.3125
65,1.454956112156e+18,0,36.3125
66,1.454956112256e+18,0,36.3125
67,1.454956112356e+18,0,36.3125
68,1.454956112456e+18,0,36.3125
69,1.454956112556e+18,0,36.3125
70,1.454956112656e+18,0,36.3125
71,1.454956112756e+18,0,36.3125
72,1.454956112856e+18,0,36.3125
73,1.454956112956e+18,0,36.3125
74,1.454956113056e+18,0,36.3125
75,1.454956113156e+18,0,36.3125
76,1.454956113256e+18,0,36.3125
77,1.454956113356e+18,0,36.3125
78,1.454956113456e+18,0,36.3125
79,1.454956113556e+18,0,36.3125
80,1.454956113656e+18,0,36.3125
81,1.454956113756e+18,0,36.3125
82,1.454956113856e+18,0,36.3125
83,1.454956113956e+18,0,36.3125
84,1.454956114056e+18,0,36.3125
85,1.454956114156e+18,0,36.3125
86,1.454956114256e+18,0,36.3125
87,1.454956114356e+18,0,36.3125
88,1.454956114456e+18,0,36.375
89,1.454956114556e+18,0,36.375
90,1.454956114656e+18,0,36.375
91,1.454956114756e+18,0,36.375
92,1.454956114856e+18,0,36.375
93,1.454956114956e+18,0,36.375
94,1.454956115056e+18,0,36.375
95,1.454956115156e+18,0,36.375
96,1.454956115256e+18,0,36.375
97,1.454956115356e+18,0,36.375
98,1.454956115456e+18,0,36.375
99,1.454956115556e+18,0,36.375
100,1.454956115656e+18,0,36.375
101,1.454956115756e+18,0,36.375
102,1.454956115856e+18,0,36.375
103,1.454956115956e+18,0,36.375
104,1.454956116056e+18,0,36.375
105,1.454956116156e+18,0,36.375
106,1.454956116256e+18,0,36.375
107,1.454956116356e+18,0,36.375
108,1.454956116456e+18,0,36.375
109,1.454956116556e+18,0,36.375
110,1.454956116656e+18,0,36.375
111,1.454956116756e+18,0,36.375
112,1.454956116856e+18,0,36.375
113,1.454956116956e+18,0,36.375
114,1.454956117056e+18,0,36.375
115,1.454956117156e+18,0,36.375
116,1.454956117256e+18,0,36.375
117,1.454956117356e+18,0,36.375
118,1.454956117456e+18,0,36.375
119,1.454956117556e+18,0,36.375
120,1.454956117656e+18,0,36.375
121,1.454956117756e+18,0,36.375
122,1.454956117856e+18,0,36.375
123,1.454956117956e+18,0,36.375
124,1.454956118056e+18,0,36.375
125,1.454956118156e+18,0,36.375
126,1.454956118256e+18,0,36.375
127,1.454956118356e+18,0,36.375
128,1.454956118456e+18,0,36.375
129,1.454956118556e+18,0,36.375
130,1.454956118656e+18,0,36.375
131,1.454956118756e+18,0,36.375
132,1.454956118856e+18,0,36.375
133,1.454956118956e+18,0,36.375
134,1.454956119056e+18,0,36.375
135,1.454956119156e+18,0,36.375
136,1.454956119256e+18,0,36.375
137,1.454956119356e+18,0,36.375
138,1.454956119456e+18,0,36.375
139,1.454956119556e+18,0,36.375
140,1.454956119656e+18,0,36.375
141,1.454956119756e+18,0,36.375
142,1.454956119856e+18,0,36.375
143,1.454956119956e+18,0,36.375
144,1.454956120056e+18,0,36.375
145,1.454956120156e+18,0,36.375
146,1.454956120256e+18,0,36.375
147,1.454956120356e+18,0,36.375
148,1.454956120456e+18,0,36.375
149,1.454956120556e+18,0,36.375
150,1.454956120656e+18,0,36.375
151,1.454956120756e+18,0,36.375
152,1.454956120856e+18,0,36.375
153,1.454956120956e+18,0,36.375
154,1.454956121056e+18,0,36.375
155,1.454956121156e+18,0,36.375
156,1.454956121256e+18,0,36.4375
157,1.454956121356e+18,0,36.4375
158,1.454956121456e+18,0,36.4375
159,1.454956121556e+18,0,36.4375
160,1.454956121656e+18,0,36.4375
161,1.454956121756e+18,0,36.4375
162,1.454956121856e+18,0,36.4375
163,1.454956121956e+18,0,36.4375
164,1.454956122056e+18,0,36.4375
165,1.454956122156e+18,0,36.4375
166,1.454956122256e+18,0,36.4375
167,1.454956122356e+18,0,36.4375
168,1.454956122456e+18,0,36.4375
169,1.454956122556e+18,0,36.4375
170,1.454956122656e+18,0,36.4375
171,1.454956122756e+18,0,36.4375
172,1.454956122856e+18,0,36.4375
173,1.454956122956e+18,0,36.4375
174,1.454956123056e+18,0,36.4375
175,1.454956123156e+18,0,36.4375
176,1.454956123256e+18,0,36.4375
177,1.454956123356e+18,0,36.4375
178,1.454956123456e+18,0,36.4375
179,1.454956123556e+18,0,36.4375
180,1.454956123656e+18,0,36.4375
181,1.454956123756e+18,0,36.4375
182,1.454956123856e+18,0,36.4375
183,1.454956123956e+18,0,36.4375
184,1.454956124056e+18,0,36.4375
185,1.454956124156e+18,0,36.4375
186,1.454956124256e+18,0,36.4375
187,1.454956124356e+18,0,36.4375
188,1.454956124456e+18,0,36.4375
189,1.454956124556e+18,0,36.4375
190,1.454956124656e+18,0,36.4375
191,1.454956124756e+18,0,36.4375
192,1.454956124856e+18,0,36.4375
193,1.454956124956e+18,0,36.4375
194,1.454956125056e+18,0,36.4375
195,1.454956125156e+18,0,36.4375
196,1.454956125256e+18,0,36.4375
197,1.454956125356e+18,0,36.4375
198,1.454956125456e+18,0,36.4375
199,1.454956125556e+18,0,36.4375
200,1.454956125656e+18,0,36.4375
201,1.454956125756e+18,0,36.4375
202,1.454956125856e+18,0,36.4375
203,1.454956125956e+18,0,36.4375
204,1.454956126056e+18,0,36.4375
205,1.454956126156e+18,0,36.4375
206,1.454956126256e+18,0,36.4375
207,1.454956126356e+18,0,36.4375
208,1.454956126456e+18,0,36.4375
209,1.454956126556e+18,0,36.4375
210,1.454956126656e+18,0,36.4375
211,1.454956126756e+18,0,36.4375
212,1.454956126856e+18,0,36.4375
213,1.454956126956e+18,0,36.4375
214,1.454956127056e+18,0,36.4375
215,1.454956127156e+18,0,36.4375
216,1.454956127256e+18,0,36.4375
217,1.454956127356e+18,0,36.4375
218,1.454956127456e+18,0,36.4375
219,1.454956127556e+18,0,36.4375
220,1.454956127656e+18,0,36.4375
221,1.454956127756e+18,0,36.4375
222,1.454956127856e+18,0,36.4375
223,1.454956127956e+18,0,36.4375
224,1.454956128056e+18,0,36.4375
225,1.454956128156e+18,0,36.4375
226,1.454956128256e+18,0,36.4375
227,1.454956128356e+18,0,36.4375
228,1.454956128456e+18,0,36.4375
229,1.454956128556e+18,0,36.4375
230,1.454956128656e+18,0,36.4375
231,1.454956128756e+18,0,36.4375
232,1.454956128856e+18,0,36.4375
233,1.454956128956e+18,0,36.4375
234,1.454956129056e+18,0,36.4375
235,1.454956129156e+18,0,36.4375
236,1.454956129256e+18,0,36.5
237,1.454956129356e+18,0,36.5
238,1.454956129456e+18,0,36.5
239,1.454956129556e+18,0,36.5
240,1.454956129656e+18,0,36.5
241,1.454956129756e+18,0,36.5
242,1.454956129856e+18,0,36.5
243,1.454956129956e+18,0,36.5
244,1.454956130056e+18,0,36.5
245,1.454956130156e+18,0,36.5
246,1.454956130256e+18,0,36.5
247,1.454956130356e+18,0,36.5
248,1.454956130456e+18,0,36.5
249,1.454956130556e+18,0,36.5
250,1.454956130656e+18,0,36.5
251,1.454956130756e+18,0,36.5
252,1.454956130856e+18,0,36.5
253,1.454956130956e+18,0,36.5
254,1.454956131056e+18,0,36.5
255,1.454956131156e+18,0,36.5
256,1.454956131256e+18,0,36.5
257,1.454956131356e+18,0,36.5
258,1.454956131456e+18,0,36.5
259,1.454956131556e+18,0,36.5
260,1.454956131656e+18,0,36.5
261,1.454956131756e+18,0,36.5
262,1.454956131856e+18,0,36.5
263,1.454956131956e+18,0,36.5
264,1.454956132056e+18,0,36.5
265,1.454956132156e+18,0,36.5
266,1.454956132256e+18,0,36.5
267,1.454956132356e+18,0,36.5
268,1.454956132456e+18,0,36.5
269,1.454956132556e+18,0,36.5
270,1.454956132656e+18,0,36.5
271,1.454956132756e+18,0,36.5
272,1.454956132856e+18,0,36.5
273,1.454956132956e+18,0,36.5
274,1.454956133056e+18,0,36.5
275,1.454956133156e+18,0,36.5
276,1.454956133256e+18,0,36.5
277,1.454956133356e+18,0,36.5
278,1.454956133456e+18,0,36.5
279,1.454956133556e+18,0,36.5
280,1.454956133656e+18,0,36.5
281,1.454956133756e+18,0,36.5
282,1.454956133856e+18,0,36.5
283,1.454956133956e+18,0,36.5
284,1.454956134056e+18,0,36.5
285,1.454956134156e+18,0,36.5
286,1.454956134256e+18,0,36.5
287,1.454956134356e+18,0,36.5
288,1.454956134456e+18,0,36.5
289,1.454956134556e+18,0,36.5
290,1.454956134656e+18,0,36.5
291,1.454956134756e+18,0,36.5
292,1.454956134856e+18,0,36.5
293,1.454956134956e+18,0,36.5
294,1.454956135056e+18,0,36.5
295,1.454956135156e+18,0,36.5
296,1.454956135256e+18,0,36.5
297,1.454956135356e+18,0,36.5
298,1.454956135456e+18,0,36.5
299,1.454956135556e+18,0,36.5
300,1.454956135656e+18,0,36.5
301,1.454956135756e+18,0,36.5
302,1.454956135856e+18,0,36.5
303,1.454956135956e+18,0,36.5
304,1.454956136056e+18,0,36.5
305,1.454956136156e+18,0,36.5
306,1.454956136256e+18,0,36.5
307,1.454956136356e+18,0,36.5
308,1.454956136456e+18,0,36.5
309,1.454956136556e+18,0,36.5
310,1.454956136656e+18,0,36.5
311,1.454956136756e+18,0,36.5
312,1.454956136856e+18,0,36.5
313,1.454956136956e+18,0,36.5
314,1.454956137056e+18,0,36.5
315,1.454956137156e+18,0,36.5
316,1.454956137256e+18,0,36.5
317,1.454956137356e+18,0,36.5
318,1.454956137456e+18,0,36.5
319,1.454956137556e+18,0,36.5
320,1.454956137656e+18,0,36.5
321,1.454956137756e+18,0,36.5
322,1.454956137856e+18,0,36.5
323,1.454956137956e+18,0,36.5
324,1.454956138056e+18,0,36.5
325,1.454956138156e+18,0,36.5
326,1.454956138256e+18,0,36.5
327,1.454956138356e+18,0,36.5625
328,1.454956138456e+18,0,36.5625
329,1.454956138556e+18,0,36.5625
330,1.454956138656e+18,0,36.5625
331,1.454956138756e+18,0,36.5625
332,1.454956138856e+18,0,36.5625
333,1.454956138956e+18,0,36.5625
334,1.454956139056e+18,0,36.5625
335,1.454956139156e+18,0,36.5625
336,1.454956139256e+18,0,36.5625
337,1.454956139356e+18,0,36.5625
338,1.454956139456e+18,0,36.5
339,1.454956139556e+18,0,36.5
340,1.454956139656e+18,0,36.5
341,1.454956139756e+18,0,36.5
342,1.454956139856e+18,0,36.5
343,1.454956139956e+18,0,36.5
344,1.454956140056e+18,0,36.5625
345,1.454956140156e+18,0,36.5625
346,1.454956140256e+18,0,36.5625
347,1.454956140356e+18,0,36.5625
348,1.454956140456e+18,0,36.5625
349,1.454956140556e+18,0,36.5625
350,1.454956140656e+18,0,36.5625
351,1.454956140756e+18,0,36.5625
352,1.454956140856e+18,0,36.5625
353,1.454956140956e+18,0,36.5625
354,1.454956141056e+18,0,36.5625
355,1.454956141156e+18,0,36.5625
356,1.454956141256e+18,0,36.5625
357,1.454956141356e+18,0,36.5625
358,1.454956141456e+18,0,36.5625
359,1.454956141556e+18,0,36.5625
360,1.454956141656e+18,0,36.5625
361,1.454956141756e+18,0,36.5625
362,1.454956141856e+18,0,36.5625
363,1.454956141956e+18,0,36.5625
364,1.454956142056e+18,0,36.5625
365,1.454956142156e+18,0,36.5625
366,1.454956142256e+18,0,36.5625
367,1.454956142356e+18,0,36.5625
368,1.454956142456e+18,0,36.5625
369,1.454956142556e+18,0,36.5625
370,1.454956142656e+18,0,36.5625
371,1.454956142756e+18,0,36.5625
372,1.454956142856e+18,0,36.5625
373,1.454956142956e+18,0,36.5625
374,1.454956143056e+18,0,36.5625
375,1.454956143156e+18,0,36.5625
